"name","x","y","z"
"VBCSCompiler.exe","0.834305526638007","-0.394726404106667","-0.145036468119034"
"IpOverUsbSvc.exe","0.0703680670882926","-1.00223082753904","-1.16340293831325"
"IAStorDataMgrSvc.exe","-0.779136075097281","0.0663499890799372","0.131800631717112"
"drvinst.exe","-1.09319803466158","-0.843415429439826","-0.875515577254949"
"RdrCEF.exe","-2.13369443030647","0.849370594800006","2.10780677092566"
"software_reporter_tool.exe","-0.239629475060022","0.42318626591115","1.9084347282889"
"BackgroundTransferHost.exe","-1.14656773252362","0.712790716745258","-0.0428600480752888"
"esif_assist_64.exe","0.323646510764219","1.44523672590851","-3.29039794883219"
"RAVBg64.exe","-1.02635757830501","-0.28929742456102","-0.524874631792677"
"ctfmon.exe","-0.345986070468019","-0.102337078188857","-1.18725978132606"
"IAStorIconLaunch.exe","0.0520937068870084","0.268507782542874","-0.610093211422561"
"AppHostRegistrationVerifier.exe","-0.615964194306308","1.67696602079095","-0.517977225670242"
"smartscreen.exe","-0.0814442166174307","-0.395731432498965","0.910885460319562"
"DeviceCensus.exe","-0.625917489218167","1.12707471578045","-0.484042233637893"
"OfficeC2RClient.exe","-0.0536122712052006","0.469883500723056","0.780882321860826"
"schtasks.exe","-0.214176176750141","1.30259541769628","-1.14621461873869"
"SearchUI.exe","-0.487180212614952","-0.0831004245680799","-0.373976523281923"
"sihost.exe","0.320384127212778","-0.189336626213447","-0.163940501401091"
"MDMAgent.exe","-0.67919183032855","-0.11343358269241","-0.193445713718791"
"userinit.exe","-0.683480189116087","-0.293068055318558","-0.449616522482715"
"cmd.exe","1.505448516178","1.47066946472007","2.3959311880153"
"explorer.exe","-0.00929204335015188","0.111391823484388","-0.583441426939912"
"GoogleCrashHandler.exe","-1.10005658663813","-0.0268995051783198","-0.251175656654972"
"GoogleCrashHandler64.exe","-1.41386167878508","0.21172168054596","-0.0494397343529674"
"ShellExperienceHost.exe","-0.453819006136303","-0.00958016418903196","-0.567235557550346"
"RuntimeBroker.exe","-1.0507223786319","-0.221011603593881","0.888425994516649"
"TabTip32.exe","-0.34635079236861","-0.00822840594704023","-1.21627130453536"
"MSASCuiL.exe","-0.124680087113593","-0.344394496498755","-1.32359164329804"
"EXCEL.EXE","-0.426642155781986","1.41903067267714","2.29162323659006"
"Integrator.exe","0.217578826975732","0.648462128927807","0.162198844776023"
"XblGameSaveTask.exe","0.708853372080434","0.719964206020193","-1.04419522963215"
"ipconfig.exe","0.229799012744158","3.33746362824874","-0.930615405105361"
"setup.exe","0.206374975413204","-0.728860127525884","0.322330108493016"
"officebackgroundtaskhandler.exe","0.256679216251133","1.24632240076063","0.731547892227398"
"SearchIndexer.exe","0.126756377607461","0.28410637984355","-0.999934789890863"
"wifitask.exe","-0.145205785488869","0.339752071552399","-0.00394106847962275"
"docker-compose.exe","1.65134405669462","1.82808869231073","1.74981337666647"
"Code.exe","0.968624279906568","0.542085530422","-0.449585949087896"
"rg.exe","1.79543868155471","1.87467717341215","-0.346083745803022"
"sppsvc.exe","-0.153164739977668","0.00697121460252894","-0.287712890171841"
"MpCmdRun.exe","-0.981599276523461","1.67291225528692","-1.57028613152507"
"conhost.exe","1.02197798787332","0.348748903732534","-0.233684398246789"
"msiexec.exe","1.22708502477249","-0.114632839987105","-0.777040272734318"
"vpnkit.exe","0.242455305105254","1.88973929617127","-2.02890536108389"
"splwow64.exe","-0.74614701904716","-0.700885309836723","0.401679291369824"
"dmclient.exe","-0.761913601271667","1.08523582419972","0.10029205218081"
"VSSVC.exe","-0.301252808464203","0.453694207725729","-0.639342106376035"
"DiskSnapshot.exe","-0.899114986436019","1.37815511297567","-1.24230629394872"
"cleanmgr.exe","-0.870029813778775","0.309120586546694","-1.31829790918731"
"appupdater.exe","-0.608654370179045","-0.800966217898339","0.215788968674279"
"pcdrsysinfocsmi.p5x","-1.89953719627095","0.00774175024226553","3.35075758789887"
"pcdrsysinfodirect.p5x","-2.61429457580903","0.652318485628005","3.55017045214731"
"pcdrsysinfosmbios2.p5x","-2.60765282860287","0.887905597969624","3.27068088946062"
"pcdrsysinfosoftware.p5x","-2.59209895918844","-0.359075965896596","3.7915955250876"
"pcdrsysinfosystemboard.p5x","-1.26079300466393","-0.592420310291771","3.18638505632205"
"winlogon.exe","-1.14118370950305","-1.13995876123939","-1.39392696347813"
"fontdrvhost.exe","-2.0097928472568","-0.478367760414108","-1.58942815486525"
"dwm.exe","-0.551249156203194","-0.369414946454253","-0.911836630261104"
"UsoClient.exe","-0.287798293440225","0.59765239787533","-0.663337810897626"
"winpty-agent.exe","1.06932930072961","-0.626149989137618","-0.381542154444149"
"vmwp.exe","1.11262843906439","0.949086494898554","-0.758821114255348"
"CredentialUIBroker.exe","-0.968355894368421","0.473373345426412","0.0622531960787405"
"wevtutil.exe","-0.0287820876324003","2.31592278860549","-1.00928893464816"
"AddInUtil.exe","0.438293197810265","0.659574435156157","-2.0049177445088"
"ngentask.exe","0.212836145524501","0.930956907407851","-1.31941206706679"
"ngen.exe","-1.16996173797268","1.62150563225752","-0.982466280903054"
"mscorsvw.exe","-1.15576212209479","-0.311996157851611","-1.65936910825631"
"DismHost.exe","-0.811112541321476","0.0817719826415941","-1.29941036624197"
"com.docker.db.exe","1.41479028947437","1.09009883803666","-0.826480734768237"
"net.exe","0.506418383987896","1.72820854454839","-0.0281864869171106"
"net1.exe","0.484564750734643","2.66132834338064","-0.691976749608925"
"pcdrsysinfostorage.p5x","-2.3300505597862","-0.471053788903661","3.86841095396073"
"pcdrsysinfovideocapture.p5x","-1.48918033660601","-0.515529965139581","3.38585303324878"
"pcdrsysinfobluetooth.p5x","-0.54213545952604","-0.846296962985581","1.7578030170738"
"pcdrsysinfocommunication.p5x","-2.46907562964192","-0.970851536246734","3.20079975423057"
"pcdrsysinfocpu_x86.p5x","-0.724754224639511","-0.894493187752857","2.84362548356712"
"pcdrsysinfonal.p5x","-2.68521748425547","-0.471434586156666","2.68756187322978"
"pcdrsysinfoperipheral.p5x","-1.81234535800435","-0.0750500917834018","3.44345871225191"
"basename.exe","4.65973491881309","1.79522176475817","0.29181109980923"
"sed.exe","4.38283888068348","1.993929858462","0.461640399842359"
"git-sh-i18n--envsubst.exe","4.33912349649332","0.934199464070016","1.80859476062878"
"backgroundTaskHost.exe","-0.207713636393409","-0.158959996675808","0.618316571225007"
"SearchFilterHost.exe","0.846848366473775","-0.0148375154458417","1.14927304095237"
"sc.exe","-0.496870727471534","1.62576928591436","-0.943270218109231"
"wsqmcons.exe","-0.857679789395639","0.374447506559046","0.195771494301406"
"svchost.exe","-0.0704714199633049","-0.787197914624112","-0.0995156779948247"
"TrustedInstaller.exe","-0.800788765421558","0.263116314163888","-0.61197441102357"
"TiWorker.exe","-0.962440951646677","-0.124281632710889","-0.741403347860971"
"CompatTelRunner.exe","-0.84127544214812","0.632034899254797","-0.785334446411165"
"wmiprvse.exe","-0.0775405773141441","0.176673173355306","-0.204693783091636"
"taskhostw.exe","-0.374213586010045","0.0573261873194103","-0.064770989669587"
"LogonUI.exe","-0.557526454865369","0.153809675996044","-0.396546798318182"
"make.exe","1.30692527616219","2.07631181812219","1.96107132852202"
"dllhost.exe","0.272734625060169","-0.340136656522611","0.295990869913775"
"TabTip.exe","0.134870233750165","-0.13446716163475","-0.227860765627722"
"audiodg.exe","-0.449990290860781","0.0668612708208024","0.625161900353418"
"wermgr.exe","-1.11820800132134","0.522718951454322","-0.0741609088648792"
"Microsoft.Photos.exe","-0.276677334436952","1.08400483986081","0.0868704215598028"
"SpeechModelDownload.exe","0.0120276675009504","0.965477647247525","0.846755545322681"
"dstokenclean.exe","-0.413772448866902","2.56249121423006","-1.95241254764268"
"spoolsv.exe","-1.38458646998747","-0.179188690701824","0.213084305849462"
"LockApp.exe","-0.0288185724895842","0.786470328630913","0.287724950584869"
"dockerd.exe","0.811485675509507","-1.38463956132665","-0.127841281668715"
"NvTelemetryContainer.exe","-1.08502823660774","-1.41045402214774","-0.587175342239321"
"AdobeARM.exe","-0.796171349584324","0.239996436804545","0.67893969721375"
"GoogleUpdate.exe","-0.168625465237226","0.0306943428765111","0.640734933001147"
"chrome.exe","4.29494169599767e-17","-8.53207912557575e-17","0.892832592445439"
"tree.com","0.40380140133527","-0.495958509866535","0.220434992010523"
"vpnagent.exe","0.11436790114249","-1.09373336864195","-0.952278695467117"
"adminservice.exe","-2.03431675272782","-0.92018702505053","0.373611457031102"
"LMIGuardianSvc.exe","-0.652995124530277","-0.856338015200581","-0.875501283064404"
"mstsc.exe","-0.757204605581441","0.261778539396671","0.155195154283829"
"MicrosoftSqlToolsServiceLayer.exe","1.17959847624813","0.725084144941752","0.172968886229401"
"WINWORD.EXE","-0.604508650335128","0.518563932503709","2.02632016624118"
"pythonw.exe","0.848694904809009","-0.766741796062877","-0.144232361158636"
"vmmem","1.6644610222795","1.99416155652006","3.73898828772873"
"Listary.exe","0.120137565643477","-0.403677264770428","-0.876891198904733"
"ListaryHelper64.exe","0.395380338196111","-1.17633602608772","-1.42093582408405"
"ListaryHookHelper32.exe","0.21524164147665","-0.211859502387791","-0.510765438693"
"ListaryHookHelper64.exe","0.673672540469717","0.216605796979357","-1.86917824083542"
"ONENOTEM.EXE","-0.0159099159901961","-0.592810348634272","-0.906429384494851"
"Calculator.exe","0.651206272040512","-0.744224371191173","-0.263809652982601"
"AdobeARMHelper.exe","-1.53319421148181","-0.981039984535821","0.700366521892179"
"WMIADAP.exe","0.335522565983964","-0.188432278607045","0.720524909650332"
"reader_sl.exe","-1.11134016480846","-0.0632165435652879","0.0885095971025267"
"Defrag.exe","-1.09696607939224","0.71308430926482","-1.0805507185468"
"SystemSettings.exe","-0.179938717364802","0.502599410802236","0.65415310644891"
"AcroRd32.exe","-0.999117944275852","0.541004041119637","2.63494777733425"
"powershell.exe","1.0883582041845","0.0375230378682113","0.534727251871674"
"uname.exe","4.88843973491386","1.7799736684204","1.96201156440074"
"sh.exe","3.34474026381971","0.47989509057394","1.21519999673484"
"pg_ctl.exe","-0.83840573158548","-1.70601550290831","-0.974769772705046"
"NVDisplay.Container.exe","-0.062076685800895","-1.0862559019535","-0.399601233997644"
"surfacedtxservice.exe","1.51922003106155","-2.90029525080524","-0.440462298607083"
"GitHubDesktop.exe","2.34848785366242","1.89169354696416","2.91125152023024"
"pip.exe","1.8745064768896","2.54274730939232","1.92976940101493"
"rdpclip.exe","0.0295451709132347","-1.05100945828535","-0.530549689459708"
"msdtc.exe","-0.914455786260361","-1.4851558155529","-1.41227029088146"
"vstest.executionengine.x86.exe","-0.851703351505833","-1.74661531715166","-0.350904952298171"
"vstest.discoveryengine.x86.exe","0.737803658285472","-1.29239826940668","-0.618566615327361"
"ServiceHub.Host.Node.x86.exe","-0.653141073038293","-1.89133013037077","-1.30983093582836"
"ServiceHub.SettingsHost.exe","-0.316218249565327","-1.93240196094296","-1.4209835728627"
"ServiceHub.RoslynCodeAnalysisService32.exe","-0.173981074471001","-0.909046657750276","-0.651729244402457"
"dbInstaller.exe","0.412458376662683","-0.674339541806354","0.124169471209634"
"MusNotificationUx.exe","-0.728232652954095","-0.515695325523903","-1.32836840745669"
"Microsoft.Alm.Shared.Remoting.RemoteContainer.dll","0.385875054105093","-1.62367397078131","-0.692316034479847"
"StandardCollector.Service.exe","0.827928348058301","-0.880141890964981","-0.576357841833591"
"rdpinput.EXE","0.545695722747802","-1.83354648976313","-1.18759604211238"
"wimserv.exe","0.231439332627444","-1.88662621676377","-0.891424836411316"
"IntelliTrace.exe","0.106891069593703","-0.4457615030335","-0.857196277862167"
"ServiceHub.DataWarehouseHost.exe","-0.606435408157184","-1.42956592185758","-0.959209267799827"
"PerfWatson2.exe","0.589605568043512","-1.41540654600621","-1.08437458167381"
"ServiceHub.IdentityHost.exe","1.28378211991871","-1.95140906513199","-0.823241946091691"
"ServiceHub.VSDetouredHost.exe","-0.309759323131794","-1.36402658955686","-0.658585725587483"
"PowerShellToolsProcessHost.exe","0.847337984868775","-1.04001719162398","-2.16069126299803"
"PowerShellToolsProcessHostConsole.exe","0.447448038215364","-0.88244033222967","0.366795319511516"
"ServiceHub.Host.CLR.x86.exe","-0.275407169940342","-0.944940723534022","-1.79676990619632"
"csc.exe","1.1769854647568","-0.582779234437064","0.574060985873141"
"TSTheme.exe","-0.156540648706974","-0.536277041249984","-1.07231287151786"
"AtBroker.exe","0.836710532192466","-0.594703393090333","-1.05645312798983"
"docker-credential-wincred.exe","1.56368449917133","1.80570260547382","1.57704497512633"
"WavesSysSvc64.exe","-1.33249859570147","-1.27498746489246","-0.474603784360253"
"jhi_service.exe","-0.735935099824163","-0.581746799791228","1.33100333278883"
"Docker for windows Installer.exe","-0.0559245846262853","0.103121464120331","-0.50173376057581"
"WavesSvc64.exe","0.160903617698524","-0.53944610995767","-0.675699084480322"
"Dropbox.exe","0.764428893673299","-0.215172960172968","-0.70146993679802"
"rundll32.exe","-1.08004135497563","-0.306006612045666","-0.0701308860658424"
"sethc.exe","-0.204796904132354","-1.277771460957","-1.24263173545101"
"MicrosoftEdge.exe","-2.28847715570662","0.210234879684479","0.306560183115687"
"browser_broker.exe","-0.709735633110538","-1.30811559707491","-0.0118688678791429"
"MicrosoftEdgeCP.exe","-0.093779583167794","0.258905186571204","1.35591931189729"
"lpremove.exe","-0.892290566090197","-0.321177019932408","-0.6561163077734"
"EaseOfAccessDialog.exe","-1.20326982214526","-0.385526302906162","-0.00227469721705375"
"PrintIsolationHost.exe","-0.689474621704839","-0.208512172644458","-0.375573036066714"
"postgres.exe","0.353526094043586","1.49563586781003","0.8604023334755"
"OneDrive.exe","-0.547958136951995","-1.37322724508122","-0.378036036769469"
"pc-client.exe","-0.0342218203259287","-0.735660972630099","-0.767644376752055"
"sdiagnhost.exe","0.114905267084694","-0.552496495977811","-1.24644069891063"
"cvtres.exe","1.53977952295495","-0.215907888176361","0.100658838783574"
"pgAdmin4.exe","0.425783880578883","0.057954850626639","-0.159494309558368"
"HxCalendarAppImm.exe","-0.0535669663268432","-0.470842904130943","-0.126137436791681"
"InstallAgent.exe","0.0480073028667982","0.685336749184009","0.494574454932323"
"SkypeHost.exe","-0.527170305776842","-0.435969500063042","0.153534187634306"
"clip.exe","-0.788450203619302","-0.00613173576057082","-0.0972213390417441"
"kubectl.exe","0.632834828084242","0.971510612943065","1.64106842208113"
"igfxCUIService.exe","-0.920744997635362","0.53788818758373","0.0927873457572039"
"esif_uf.exe","-1.2301135751895","-0.710187337567832","0.255701086341192"
"TeamViewer_Service.exe","-0.993980018813304","-0.241253027723433","-0.384791920971772"
"SrTasks.exe","-0.828364559936138","-0.229468164128019","-0.636323423764268"
"IntelCpHDCPSvc.exe","-1.99800329358807","-0.75412517197241","0.745324704292369"
"IntelCpHeciSvc.exe","-0.527193738881781","-0.623662331255975","-0.0402244618337529"
"LMS.exe","-1.25378115487448","0.326557727823089","0.409354872698904"
"Endpoint.exe","-0.161030868503008","-1.30003567696432","0.154187717272284"
"Updater.exe","0.00440167910345712","-0.410408436970043","-0.049348490821177"
"SecurityHealthService.exe","-1.40650606988468","-0.352918792116084","-0.788973986194068"
"NisSrv.exe","-1.2177753630274","-0.440826670453616","-0.361316300611667"
"PresentationFontCache.exe","-0.352706524129435","-0.0416901676265404","-0.51832582026196"
"UNPCampaignManager.exe","0.443919443673544","0.369647364707274","0.247677092921815"
"System","-1.3954871049519","-1.35260720866796","-1.46653470602515"
"services.exe","-1.09859577399901","-1.15799838639431","-1.21338587744041"
"lsass.exe","-1.45118903563578","-0.590246849186616","-1.45521519292546"
"wininit.exe","-2.28405614812615","-0.523842170384907","-0.887156224189086"
"WUDFHost.exe","-1.53582330742103","0.404863404240231","-0.00118987326422753"
"Memory Compression","-0.725997582687553","0.230457877043049","-0.409358873232577"
"armsvc.exe","-2.10603765802551","0.730838081004039","-0.270122886905923"
"SupportAssistAgent.exe","0.315079962090134","0.25175960317028","0.689898944325353"
"pcdrcui.exe","-0.332932150184592","2.71271835682406","-0.0890948294893829"
"DDVRulesProcessor.exe","-0.740727274615285","-0.370571653988471","0.312986718648329"
"DDVDataCollector.exe","0.739287248285206","-0.880838316967312","-0.362722233282764"
"DDVCollectorSvcApi.exe","-0.327214773501548","-0.450639721832315","0.191123778659834"
"netsh.exe","0.192947649389334","0.892562625555686","-0.867159740413051"
"koala.exe","-0.0897511319431623","2.569172149","-0.249050632250351"
"nvapiw.exe","-0.71094111463054","0.109654409189838","-0.0691984570868942"
"WmiApSrv.exe","-0.380836558578111","1.72620168742057","0.927724229012099"
"uaclauncher.exe","-0.354842316013588","-0.0772800520076077","-0.286219179021473"
"vpnui.exe","-1.15496814813258","0.98295669545608","0.10982928940323"
"vpndownloader.exe","-0.606308530225702","0.308022709751613","-1.0369603267977"
"VACon64.exe","-0.000475597863518396","1.1221682591643","-0.663040723771698"
"SourceTree.exe","1.27208458887811","0.169494945290413","0.529445590092726"
"mercurial-credential-manager.exe","2.00712753359913","-0.51779999986847","-0.842681489512482"
"7z.exe","2.73484159548122","0.645570308465115","-0.541875794939513"
"hg.exe","1.86235229643517","1.68893210139657","-1.05657661841979"
"git-credential-manager.exe","3.74823103560518","1.70310907572939","1.14024423046962"
"python.exe","1.64131169016648","2.20413585499026","0.552324550479279"
"pageant.exe","2.30809489350041","-1.27582352660719","0.609771786074701"
"git-remote-https.exe","2.04738638334733","2.03358792668111","2.2218215653003"
"com.docker.9pdb.exe","0.240631496564665","1.42431615531048","-0.387503319752394"
"MusNotification.exe","-0.398342941260829","0.0598247407916311","-1.05414324330656"
"wuauclt.exe","-0.215372563593882","-0.795348137822683","-0.924066157550194"
"MpSigStub.exe","-0.332857095311592","-0.108062806597622","-0.182894849635337"
"VSIXAutoUpdate.exe","-1.11008550097902","0.889160343180068","-1.05788189995703"
"OneDriveSetup.exe","0.335996041118337","-0.212025794091033","-0.566656339494555"
"GOOGLE~1.EXE","0.609292424762629","0.633442862879427","0.210730475077927"
"VCDDaemon.exe","0.620083039467714","0.707394625477939","-0.302469539068266"
"find.exe","2.128505613774","-0.401212005455273","1.31706634648579"
"getmac.exe","1.43981210676941","0.849529056319519","-0.0856328937892509"
"IAStorIcon.exe","0.0528127600957208","-0.503041386056857","0.438274108649148"
"SystemSettingsBroker.exe","0.465128531760284","0.535646327438337","0.749411838306192"
"smss.exe","-1.33992624906661","-1.05015206376648","-0.726519615951953"
"csrss.exe","-1.0144988085864","-1.19682230287173","-1.05879340196865"
"runonce.exe","0.571993593585187","-0.360597731913783","-0.760108583442981"
"SIHClient.exe","-0.520167305618025","0.432345728961026","-0.501949283060386"
"NvTmMon.exe","0.295560439699252","1.72134134028211","1.40155650514147"
"git-bash.exe","2.04379542333055","-2.09365268450355","-0.0499306352962829"
"mintty.exe","2.43831838653192","-0.18531734936097","-0.40868508153608"
"cygwin-console-helper.exe","2.93064820210549","-0.65309834011776","-0.453740527159573"
"hostname.exe","3.01468160388775","0.286803702472654","-0.262067918274968"
"locale.exe","3.46148354878904","-0.830111276212825","-0.175852941700311"
"cut.exe","4.04916154355447","-0.841113324027821","-0.263504122879292"
"Update.exe","0.406648525074276","1.97228470181822","-0.228997486651954"
"slack.exe","0.27194790264375","0.895535062917208","0.306594965479815"
"googledrivesync.exe","0.0572401577135764","-0.269615266606458","-0.0808655554838366"
"SpotifyWebHelper.exe","-0.147339346165253","-0.23982215130586","0.129296923102938"
"Docker for Windows.exe","0.225736003057593","1.01729231141583","-1.33160314240637"
"docker.exe","1.00652323246915","1.47864346227301","1.53754885049186"
"jusched.exe","0.15434547024238","0.396983140195878","-0.396208485805363"
"NvTmRep.exe","-0.269899748701857","0.229283842387817","-0.602287667358979"
"CodeHelper.exe","0.415381432247152","1.34874936512149","-1.34619665261487"
"conda.exe","1.0004177583005","2.32552187598173","0.284341674256392"
